% Learning Challenge  -  Dataset ARFF-Export
% ==========================================
%
% Dataset: Saturn
% Subset:  training
%
%
% Dataset Characteristics
% -----------------------
% dimensions:                  3
% number of training points:   604
% number of test points:       698
% number of validation points: 698
% number of classes:           5

@RELATION "Saturn--training"

@ATTRIBUTE x0 NUMERIC
@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC

@ATTRIBUTE class { 0,1,2,3,4 }

@DATA
1.02333327745,0.00300061116657,-0.0026802654666,0
0.695642597871,-0.00858811286547,-0.00892683850778,1
1.99734675605,0.0499509869374,-0.0133261672538,2
1.40545530886,0.00260643785261,0.00923215361439,3
-0.0820992229765,-0.159759448966,0.000732278062822,4
0.960781955423,-0.0117343865212,0.0107076569383,0
1.02538296573,0.0251907522919,0.0089650747299,0
1.0338240675,0.122801409345,0.000823949344937,0
0.950866171336,0.122577251358,-0.0171468923147,0
0.960828816234,0.239012410178,0.0204458618877,0
0.923995502224,0.358079722353,0.0197600636793,0
0.90619892007,0.410108126948,-0.00273124301826,0
0.889432744084,0.41156543896,-0.0131803643909,0
0.893718091346,0.484607579874,0.0172283946784,0
0.800528797425,0.580515075676,0.00923635926344,0
0.759255076339,0.652014769178,-0.00884125002677,0
0.722416992125,0.732587330817,-0.0131960614963,0
0.620456388203,0.738800154307,-0.0183546268855,0
0.554193529307,0.793753944378,-0.00745761855424,0
0.531830568719,0.815831531771,0.0180800893113,0
0.151261100812,0.973593352698,0.00618470867401,0
0.116527514652,1.00123912865,-0.0160171425091,0
0.113229347974,0.976823061198,-0.0120856158251,0
-0.0349159463745,0.993666861423,-0.00712345298758,0
-0.21179916503,1.01606408081,-0.0243768291196,0
-0.280826054911,0.966645758307,0.0139942184916,0
-0.336108797222,0.915017141622,-0.00677496048271,0
-0.335799313557,0.943673071623,0.00483755792793,0
-0.394209731915,0.921730436645,-0.00639146458864,0
-0.492775117977,0.904356800895,-0.0129522436263,0
